isin	wkn	name	fundProvider	legalStructure	quote	quote52Low	quote52High	ytdReturnCUR	totalExpenseRatio	fiveYearVolatilityCUR	fiveYearReturnPerRiskCUR	yearVolatilityCUR	distributionPolicy	fundCurrency	yearDividendYield	threeMonthReturnCUR	monthReturnCUR	sixMonthReturnCUR	inceptionDate	threeYearVolatilityCUR	yearReturnPerRiskCUR	yearReturn2CUR	yearReturn4CUR	replicationMethod	hasSecuritiesLending	ticker	yearReturnCUR	threeYearReturnPerRiskCUR	domicileCountry	threeYearReturnCUR	valorNumber	currentDividendYield	yearReturn3CUR	fiveYearReturnCUR	weekReturnCUR	yearReturn1CUR	quoteMarket	quoteDate	labels	replicationStrategy	fundStructure	distributionFrequency	currencyRisk	fiscalYearEnd	UCITSCompliance	revisionCompany	indexType	securitiesLending	top10Holdings	exposureCountry_Netherlands	exposureCountry_United Kingdom	exposureCountry_Luxembourg	exposureCountry_Other	exposureSector_Technology	exposureSector_Consumer Staples	exposureSector_Industrials	exposureSector_Consumer Discretionary	exposureSector_Other	fundSizeMillions	exposureCountry_Belgium	exposureCountry_France	exposureSector_Financials	exposureSector_Basic Materials	exposureSector_Real Estate	exposureCountry_Austria	exposureSector_Utilities	exposureSector_Energy	exposureCountry_Serbia	exposureCountry_Romania	exposureSector_Health Care	exposureCountry_China	exposureCountry_Mexico	exposureCountry_Indonesia	exposureCountry_Saudi Arabia	exposureCountry_United Arab Emirates	exposureCountry_Malaysia	exposureCountry_South Korea	exposureCountry_Brazil	exposureCountry_Israel	exposureCountry_South Africa	exposureCountry_Qatar	exposureCountry_Uruguay	exposureCountry_Dominican Republic	exposureCountry_Italy	exposureCountry_Germany	exposureCountry_Spain	exposureCountry_United States	exposureSector_Telecommunication	exposureCountry_Japan	exposureCountry_Canada	exposureCountry_Australia	exposureCountry_Ireland	exposureCountry_Cayman Islands	exposureCountry_Hong Kong	exposureCountry_Bermuda	exposureCountry_Liberia	exposureCountry_Hungary	exposureCountry_Switzerland	exposureCountry_Singapore	exposureCountry_Taiwan	exposureCountry_Croatia	exposureCountry_New Zealand	exposureCountry_India	exposureCountry_Norway	exposureCountry_Finland	exposureCountry_Denmark	exposureCountry_Sweden	exposureCountry_country-gg	exposureCountry_Jersey	exposureCountry_Greece	exposureCountry_Chile	exposureCountry_Oman	exposureCountry_Philippines	exposureCountry_Ivory Coast	exposureCountry_Portugal	exposureCountry_Turkey	exposureCountry_Thailand	exposureCountry_Poland	exposureCountry_Argentina	exposureCountry_Macedonia	exposureCountry_Peru	exposureCountry_Russia	exposureCountry_Cyprus	exposureCountry_Colombia	exposureCountry_Czech Republic	exposureCountry_Slovakia	exposureCountry_Slovenia	exposureCountry_Bulgaria
IE00B4WXJG34	A0RL81	iShares Euro Government Bond 5-7yr UCITS ETF	iShares	ETF	142.1	137.62	156.97	0.0347	0.0015	0.0463	-0.32	0.0824	Distributing	EUR	0	0.0229	0.024	0.005	4/17/09	0.0544	-1.1	-0.02	0.0435	Sampling	Yes	EUN9	-0.0907	-0.67	Ireland	-0.1057	10130108	0	0.0271	-0.0722	0.0132	-0.1491	XETRA	3/21/23	'5-7', 'Bonds', 'Europe', 'Government', '5-7'	Physical(Sampling)	Open-ended Investment Company (OEIC)	Semi annually	Currency unhedged	30-Jun	Yes	Deloitte	Total return index	Yes	'FR0013341682', 'FR0013286192', 'FR0013407236', 'FR0013451507', 'FR001400AIN5', 'DE0001102473', 'DE0001102440', 'DE0001102457', 'IT0005365165', 'DE0001102556'	0.046	0	0	0.1824	0	0	0	0	1	422	0	0.2599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1675	0.1962	0.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1645380368	A2DUGB	UBS ETF (LU) Bloomberg Euro Inflation Linked 1-10 UCITS ETF (EUR) A-dis	UBS ETF	ETF	14.27	14.11	16.06	0.0192	0.002	0.0434	0.3	0.0664	Distributing	EUR	0.067	0.015	0.0078	-0.0007	10/31/17	0.049	-0.52	0.0539	0.0347	Full replication	No	FRC3	-0.0348	0.65	Luxembourg	0.0982	37504670	0.0745	0.004	0.0665	-0.0014	-0.0327	XETRA	3/21/23	'Year', 'Bonds', 'Europe', 'Inflation-Linked', '7-10'	Physical(Full replication)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Dec	Yes	"Ernst & Young, société anonyme"	Total return index	No	'FR0011008705', 'DE0001030559', 'DE0001030567', 'FR0011427848', 'FR0000188799', 'FR0011982776', 'ES00000127C8', 'IT0005246134', 'IT0004735152', 'ES00000128S2'	0	0	0	0	0	0	0	0	0.9938	230	0	0.4521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2537	0.129	0.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1645381689	A2DUGP	UBS ETF (LU) Bloomberg Euro Inflation Linked 10+ UCITS ETF (EUR) A-dis	UBS ETF	ETF	17.08	16.5	22.94	0.049	0.002	0.1198	0.05	0.1847	Distributing	EUR	0.0704	0.021	0.0088	-0.0093	10/31/17	0.1377	-0.95	0.0698	0.1231	Full replication	No	FRC4	-0.1763	0.11	Luxembourg	0.0444	37504816	0.093	0.0916	0.0292	-0.0012	-0.2262	XETRA	3/21/23	'Year', 'Bonds', 'Europe', 'Inflation-Linked', '10+'	Physical(Full replication)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Dec	Yes	"Ernst & Young, société anonyme"	Total return index	No	'FR0010447367', 'IT0003745541', 'IT0004545890', 'ES0000012C12', 'DE0001030575', 'FR0013209871', 'FR0013327491', 'IT0005482994', 'DE0001030583', 'FR0013524014'	0	0	0	0	0	0	0	0	0.9936	22	0	0.3206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3106	0.1449	0.0973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00B0M62X26	A0HGV1	iShares Euro Inflation Linked Government Bond UCITS ETF	iShares	ETF	221.11	211.45	243.55	0.0276	0.0009	0.066	0.17	0.0999	Accumulating	EUR		0.0165	0.0086	-0.0027	11/18/05	0.0747	-0.81	0.0619	0.0646	Sampling	Yes	IBCI	-0.0811	0.37	Ireland	0.0847	2308827		0.0276	0.0567	-0.001	-0.0984	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Inflation-Linked', 'maturities'	Physical(Sampling)	Open-ended Investment Company (OEIC)		Currency unhedged	28-Feb	Yes	Deloitte	Total return index	Yes	'FR0011008705', 'DE0001030559', 'DE0001030567', 'FR0011427848', 'FR0010447367', 'FR0000188799', 'FR0011982776', 'IT0003745541', 'ES00000127C8', 'IT0005246134'	0	0	0	0	0	0	0	0	1	"1,656"	0	0.4121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2712	0.1331	0.1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1650491282	LYX0XL	Lyxor Euro Government Inflation Linked Bond (DR) UCITS ETF - Acc	Lyxor ETF	ETF	159.94	153.01	176.25	0.0275	0.0009	0.068	0.17	0.1064	Accumulating	EUR		0.0163	0.0085	-0.0032	4/14/05	0.0776	-0.77	0.0623	0.0656	Full replication	No	LYQ7	-0.0815	0.36	Luxembourg	0.0857	37749401		0.0297	0.0609	-0.0011	-0.0975	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Inflation-Linked', 'maturities'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0011008705', 'DE0001030559', 'DE0001030567', 'FR0011427848', 'FR0000188799', 'FR0011982776', 'FR0010447367', 'ES00000127C8', 'IT0003745541', 'IT0005246134'	0	0	0	0	0	0	0	0	1	949	0	0.4125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2738	0.1337	0.1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1650491795	LYX042	Lyxor Euro Government Inflation Linked Bond (DR) UCITS ETF - Dist	Lyxor ETF	ETF	138.57	133.03	154.06	0.0274	0.0009			0.1065	Distributing	EUR	0.0084	0.0163	0.0084	-0.0032	9/24/20		-0.77	0.0624		Full replication	No	E15H	-0.0815		Luxembourg		56649591	0.0092			-0.0012	-0.0975	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Inflation-Linked', 'maturities'	Physical(Full replication)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0011008705', 'DE0001030559', 'DE0001030567', 'FR0011427848', 'FR0000188799', 'FR0011982776', 'FR0010447367', 'ES00000127C8', 'IT0003745541', 'IT0005246134'	0	0	0	0	0	0	0	0	1	47	0	0.4125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2738	0.1337	0.1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU0290358224	DBX0AM	Xtrackers Eurozone Inflation-Linked Bond UCITS ETF 1C	Xtrackers	ETF	229.77	219.73	253.17	0.0277	0.0015	0.066	0.17	0.0994	Accumulating	EUR		0.017	0.008	-0.0034	6/8/07	0.0747	-0.82	0.0605	0.0636	Sampling	Yes	DBXK	-0.0816	0.36	Luxembourg	0.0831	3220314		0.0293	0.0564	-0.0015	-0.0979	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Inflation-Linked', 'maturities'	Physical(Sampling)	Company With Variable Capital (SICAV)		Currency unhedged	31-Dec	Yes	Ernst & Young S.A.	Total return index	Yes	'FR0011008705', 'DE0001030559', 'DE0001030567', 'FR0011427848', 'FR0000188799', 'FR0011982776', 'FR0010447367', 'IT0003745541', 'ES00000127C8', 'IT0005246134'	0	0	0	0	0	0	0	0	1	565	0	0.4137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2728	0.134	0.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BGJWWY63	A2N7D4	Invesco Euro Government Bond 1-3 Year UCITS ETF Dist	Invesco	ETF	37.62	37.24	39.18	0.0077	0.001			0.0262	Distributing	EUR	0.0022	0.0053	0.0069	-0.0012	8/28/19	0.0166	-1.37	-0.0078		Sampling	No	EIB3	-0.0358	-0.92	Ireland	-0.0448	44125479	0.0023	-0.0005		0.0021	-0.0491	XETRA	3/21/23	'1-3', 'Bonds', 'Europe', 'Government', '0-3'	Physical(Sampling)	Open-ended Investment Company (OEIC)	Quarterly	Currency unhedged	31-Dec	Yes	PricewaterhouseCoopers	Total return index	No	'FR0013415627', 'FR0012517027', 'FR0013344751', 'FR0011619436', 'FR0011962398', 'FR0012938116', 'FR0014001N46', 'DE0001102374', 'DE0001102382', 'FR0014007TY9'	0.0485	0	0	0.1698	0	0	0	0	0.9993	145	0	0.2229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2331	0.1871	0.1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BGJWWV33	A2PM7L	Invesco Euro Government Bond 3-5 Year UCITS ETF Dist	Invesco	ETF	36.11	35.25	38.68	0.0225	0.001			0.0565	Distributing	EUR	0	0.0159	0.0179	0.0039	8/28/19	0.0366	-1.12	-0.0132		Sampling	No	EIB5	-0.0632	-0.69	Ireland	-0.0744	49175617	0	0.0129		0.01	-0.101	XETRA	3/21/23	'3-5', 'Bonds', 'Europe', 'Government', '3-5'	Physical(Sampling)	Open-ended Investment Company (OEIC)	Quarterly	Currency unhedged	31-Dec	Yes	PricewaterhouseCoopers	Total return index	No	'FR0013131877', 'FR0013508470', 'FR0014003513', 'FR0013250560', 'FR0013200813', 'DE0001102390', 'DE0001102424', 'DE0001102408', 'DE0001102416', 'DE0001141836'	0.0554	0	0	0.1885	0	0	0	0	0.9996	169	0	0.2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1706	0.1935	0.1576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BGJWWT11	A2PM7M	Invesco Euro Government Bond 5-7 Year UCITS ETF Dist	Invesco	ETF	34.41	33.48	38.16	0.03	0.001			0.0832	Distributing	EUR	0.001	0.0185	0.0194	0.0014	8/28/19	0.0548	-1.12	-0.0191		Sampling	No	EIB7	-0.0932	-0.67	Ireland	-0.1058	49189570	0.0011	0.0294		0.0084	-0.1474	XETRA	3/21/23	'5-7', 'Bonds', 'Europe', 'Government', '5-7'	Physical(Sampling)	Open-ended Investment Company (OEIC)	Quarterly	Currency unhedged	31-Dec	Yes	PricewaterhouseCoopers	Total return index	No	'FR0013286192', 'FR0013341682', 'FR0013407236', 'FR0013451507', 'FR001400AIN5', 'DE0001102465', 'DE0001102440', 'DE0001102473', 'DE0001102457', 'DE0001102556'	0.0449	0	0	0.1965	0	0	0	0	0.9987	5	0	0.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1595	0.1995	0.1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IE00BGJWWW40	A2PM7N	Invesco Euro Government Bond 7-10 Year UCITS ETF Dist	Invesco	ETF	32.25	31.11	37.02	0.0442	0.001			0.1146	Distributing	EUR	0.001	0.0258	0.0239	0.0021	8/28/19	0.0764	-1.08	-0.032		Sampling	No	EIBX	-0.1241	-0.69	Ireland	-0.1503	49189763	0.0012	0.0451		0.0102	-0.1998	XETRA	3/21/23	'7-10', 'Bonds', 'Europe', 'Government', '7-10'	Physical(Sampling)	Open-ended Investment Company (OEIC)	Quarterly	Currency unhedged	31-Dec	Yes	PricewaterhouseCoopers	Total return index	No	'FR0013516549', 'FR0014002WK3', 'FR0014007L00', 'DE0001102507', 'DE0001102606', 'DE0001102564', 'DE0001102580', 'DE0001102531', 'DE0001102499', 'FR001400BKZ3'	0.0383	0	0	0.3556	0	0	0	0	0.9999	8	0	0.1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1605	0.1758	0.1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU0969639128	A1W40U	UBS ETF (LU) Bloomberg EUR Treasury 1-10 UCITS ETF (EUR) A-dis	UBS ETF	ETF	11.41	11.12	12.37	0.0267	0.0017	0.0358	-0.38	0.0637	Distributing	EUR	0.0015	0.0176	0.0186	0.0034	11/29/13	0.0421	-1.15	-0.0177	0.0303	Sampling	No	UEF4	-0.0734	-0.72	Luxembourg	-0.0888	22283922	0.0016	0.0186	-0.0669	0.0106	-0.1202	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '7-10'	Physical(Sampling)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Dec	Yes	"Ernst & Young, société anonyme"	Total return index	No	'FR0011883966', 'FR0011317783', 'FR0013286192', 'FR0013131877', 'FR0012993103', 'FR0013407236', 'FR0013341682', 'FR0013415627', 'FR0000571218', 'FR0013516549'	0	0	0	0.3319	0	0	0	0	0.9844	521	0	0.2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1797	0.1452	0.1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1650487413	LYX0XH	Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF - Acc	Lyxor ETF	ETF	118.54	116.87	122.78	0.012	0.0017	0.0147	-0.75	0.0274	Accumulating	EUR		0.0093	0.0113	0.0022	9/22/05	0.017	-1.18	-0.0091	-0.0013	Full replication	No	LYQ2	-0.0325	-0.87	Luxembourg	-0.0436	37749198		-0.0016	-0.054	0.0064	-0.0499	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '0-3'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0013415627', 'FR0012517027', 'FR0013344751', 'FR0011619436', 'FR0011962398', 'FR0012938116', 'FR0000571150', 'FR0014001N46', 'DE0001102382', 'DE0001102374'	0	0	0	0.2851	0	0	0	0	0.999	"1,223"	0	0.2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2222	0.152	0.1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1650487926	LYX04X	Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF - Dist	Lyxor ETF	ETF	117.72	116.07	123.68	0.0123	0.0017			0.0277	Distributing	EUR	0.0137	0.0095	0.0116	0.0024	9/17/20		-1.16	-0.009		Full replication	No	EGV3	-0.0322		Luxembourg		56651278	0.0144			0.0067	-0.0499	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '0-3'	Physical(Full replication)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0013415627', 'FR0012517027', 'FR0013344751', 'FR0011619436', 'FR0011962398', 'FR0012938116', 'FR0000571150', 'FR0014001N46', 'DE0001102382', 'DE0001102374'	0	0	0	0.2851	0	0	0	0	0.999	22	0	0.2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2222	0.152	0.1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1650489385	LYX0XF	Lyxor Euro Government Bond 10-15Y (DR) UCITS ETF - Acc	Lyxor ETF	ETF	186.16	177.46	222.19	0.0602	0.0017	0.0815	-0.29	0.1383	Accumulating	EUR		0.0333	0.032	0.005	1/28/04	0.0939	-1.15	-0.0461	0.107	Full replication	No	LYQ6	-0.1588	-0.73	Luxembourg	-0.1917	37749187		0.0677	-0.1122	0.0163	-0.2541	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '10+'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0013154044', 'FR0010070060', 'FR0013313582', 'DE0001135275', 'DE0001135226', 'IT0003934657', 'IT0003535157', 'BE0000304130', 'IT0003256820', 'ES0000012932'	0	0	0	0.3477	0	0	0	0	0.9945	290	0	0.2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2108	0.1245	0.0913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1650489898	LYX04W	Lyxor Euro Government Bond 10-15Y (DR) UCITS ETF - Dist	Lyxor ETF	ETF	137.49	130.96	168.18	0.06	0.0017			0.1387	Distributing	EUR	0.0222	0.0331	0.0318	0.0048	9/17/20		-1.15	-0.0461		Full replication	No	NADB	-0.1589		Luxembourg		56652720	0.0271			0.0161	-0.2541	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '10+'	Physical(Full replication)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0013154044', 'FR0010070060', 'FR0013313582', 'DE0001135275', 'DE0001135226', 'IT0003934657', 'IT0003535157', 'BE0000304130', 'IT0003256820', 'ES0000012932'	0	0	0	0.3477	0	0	0	0	0.9945	15	0	0.2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2108	0.1245	0.0913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1287023268	LYX0VF	Lyxor Euro Government Bond 15+Y (DR) UCITS ETF - Acc	Lyxor ETF	ETF	179.57	167.82	240.04	0.0703	0.0017	0.1286	-0.28	0.2116	Accumulating	EUR		0.0177	0.0385	-0.0163	6/20/07	0.1476	-1.19	-0.0828	0.1702	Full replication	No	LYXF	-0.2509	-0.79	Luxembourg	-0.3088	31879365		0.1303	-0.1666	0.0212	-0.3592	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '10+'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0010773192', 'DE0001102341', 'FR0011461037', 'DE0001135481', 'FR0010371401', 'DE0001102432', 'DE0001135366', 'IT0004286966', 'FR0013234333', 'FR0013257524'	0	0	0	0.2838	0	0	0	0	0.9951	55	0	0.2538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1678	0.1682	0.1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU2090062782	LYX04Y	Lyxor Euro Government Bond 15+Y (DR) UCITS ETF - Dist	Lyxor ETF	ETF	158.44	148.04	216.88	0.0707	0.0017			0.2115	Distributing	EUR	0.0194	0.0181	0.0389	-0.0159	9/24/20		-1.18	-0.0828		Full replication	No	E15G	-0.2506		Luxembourg		56651280	0.0265			0.0216	-0.3592	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '10+'	Physical(Full replication)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0010773192', 'DE0001102341', 'FR0011461037', 'DE0001135481', 'FR0010371401', 'DE0001102432', 'DE0001135366', 'IT0004286966', 'FR0013234333', 'FR0013257524'	0	0	0	0.2838	0	0	0	0	0.9951	3	0	0.2538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1678	0.1682	0.1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1686832194	LYX0ZA	Lyxor Euro Government Bond 25+Y (DR) UCITS ETF - Acc	Lyxor ETF	ETF	82.51	74.26	115.13	0.0847	0.0007	0.1662	-0.25	0.2728	Accumulating	EUR		-0.0245	0.0487	-0.0534	3/2/15	0.1922	-1.07	-0.1127	0.2134	Full replication	No	LMTH	-0.2913	-0.7	Luxembourg	-0.3529	44023928		0.1742	-0.1887	0.0561	-0.4134	NAV	3/17/23	'Bond', 'Bonds', 'Europe', 'Government', '10+'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency unhedged	31-Oct	Yes	DELOITTE	Total return index	No	'DE0001102432', 'FR0013257524', 'FR0010171975', 'FR0013404969', 'FR0010870956', 'FR0013480613', 'DE0001102481', 'IT0005273013', 'FR0014004J31', 'ES0000012B47'	0	0	0	0.2878	0	0	0	0	0.9921	242	0	0.3338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1473	0.1189	0.1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1686832277	LYX048	Lyxor Euro Government Bond 25+Y (DR) UCITS ETF - Dist	Lyxor ETF	ETF	148.89	136.96	216.74	0.0807	0.001			0.2684	Distributing	EUR	0.0157	0.0087	0.0456	-0.0236	9/24/20		-1.11	-0.1127		Full replication	No	DFOB	-0.2969		Luxembourg		56651279	0.0227			0.0257	-0.4136	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '10+'	Physical(Full replication)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Oct	Yes	DELOITTE	Total return index	No	'DE0001102432', 'FR0013257524', 'FR0010171975', 'FR0013404969', 'FR0010870956', 'FR0013480613', 'DE0001102481', 'IT0005273013', 'FR0014004J31', 'ES0000012B47'	0	0	0	0.2878	0	0	0	0	0.9921	10	0	0.3338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1473	0.1189	0.1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1650488494	LYX0XJ	Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF - Acc	Lyxor ETF	ETF	140.46	137.15	150.48	0.0225	0.0017	0.031	-0.51	0.057	Accumulating	EUR		0.0154	0.0182	0.0029	1/28/04	0.0366	-1.1	-0.0139	0.011	Full replication	No	LYQ3	-0.063	-0.71	Luxembourg	-0.0764	37749203		0.0111	-0.0768	0.0106	-0.1009	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '3-5'	Physical(Full replication)	Company With Variable Capital (SICAV)		Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0011317783', 'FR0013131877', 'FR0010916924', 'FR0013508470', 'FR0014003513', 'FR0013250560', 'FR0013200813', 'IT0001174611', 'DE0001102390', 'DE0001102424'	0	0	0	0.3213	0	0	0	0	0.998	"1,135"	0	0.2364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1545	0.152	0.1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LU1650488817	LYX04Z	Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF - Dist	Lyxor ETF	ETF	126.91	123.92	137.72	0.0223	0.0017			0.0575	Distributing	EUR	0.0122	0.0153	0.0179	0.0027	9/17/20		-1.1	-0.0138		Full replication	No	EGV5	-0.0632		Luxembourg		56652744	0.0132			0.0103	-0.101	XETRA	3/21/23	'Bond', 'Bonds', 'Europe', 'Government', '3-5'	Physical(Full replication)	Company With Variable Capital (SICAV)	Semi annually	Currency unhedged	31-Dec	Yes	PWC	Total return index	No	'FR0011317783', 'FR0013131877', 'FR0010916924', 'FR0013508470', 'FR0014003513', 'FR0013250560', 'FR0013200813', 'IT0001174611', 'DE0001102390', 'DE0001102424'	0	0	0	0.3213	0	0	0	0	0.998	5	0	0.2364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1545	0.152	0.1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
